Customer ID,Customer Name,Segment,Region,total_orders,total_units,lifetime_value,lifetime_profit,first_purchase,last_purchase,margin_pct
JM-15655,Jim Mitchum,Corporate,West,3,30,409.89,17.48,2015-04-08,2018-12-22,4.3
JM-15865,John Murray,Consumer,Central,1,12,345.32,15.75,2017-12-01,2017-12-01,4.6
JM-15865,John Murray,Consumer,East,2,12,4769.83,680.46,2015-11-19,2018-05-16,14.3
JM-15865,John Murray,Consumer,South,1,5,36.27,7.34,2016-12-20,2016-12-20,20.2
JM-15865,John Murray,Consumer,West,3,24,2473.65,320.61,2016-08-16,2018-09-12,13.0
JM-16195,Justin MacKendrick,Consumer,East,3,17,250.9,41.89,2015-09-02,2017-11-14,16.7
JM-16195,Justin MacKendrick,Consumer,South,2,10,1017.22,124.37,2015-04-30,2018-11-03,12.2
JM-16195,Justin MacKendrick,Consumer,West,5,28,1565.8,188.43,2016-02-15,2018-09-07,12.0
JO-15145,Jack O'Briant,Corporate,Central,1,5,1671.93,-113.55,2017-01-08,2017-01-08,-6.8
JO-15145,Jack O'Briant,Corporate,East,2,13,284.68,22.58,2015-11-27,2017-07-29,7.9
JO-15145,Jack O'Briant,Corporate,South,2,9,87.94,20.39,2015-01-06,2015-11-01,23.2
JO-15145,Jack O'Briant,Corporate,West,4,24,1210.4,-86.16,2015-07-26,2018-11-03,-7.1
JO-15280,Jas O'Carroll,Consumer,East,1,2,0.85,0.56,2015-03-31,2015-03-31,65.9
JO-15280,Jas O'Carroll,Consumer,South,1,4,243.92,32.12,2018-09-29,2018-09-29,13.2
JO-15280,Jas O'Carroll,Consumer,West,4,34,1689.5,-44.59,2015-12-15,2017-04-19,-2.6
JO-15550,Jesus Ocampo,Home Office,Central,1,6,23.55,3.45,2018-05-29,2018-05-29,14.6
JO-15550,Jesus Ocampo,Home Office,East,1,21,570.49,102.04,2016-05-14,2016-05-14,17.9
JO-15550,Jesus Ocampo,Home Office,West,3,17,496.8,73.89,2016-03-19,2018-04-16,14.9
JP-15460,Jennifer Patt,Corporate,Central,2,17,264.03,14.78,2017-10-24,2018-11-23,5.6
JP-15460,Jennifer Patt,Corporate,East,4,37,1371.3,158.79,2015-08-24,2018-02-13,11.6
JP-15460,Jennifer Patt,Corporate,West,1,4,33.8,0.95,2017-07-18,2017-07-18,2.8
JP-15520,Jeremy Pistek,Consumer,Central,2,23,1830.66,149.87,2016-01-30,2018-12-08,8.2
JP-15520,Jeremy Pistek,Consumer,South,3,4,254.96,31.81,2015-08-22,2018-12-22,12.5
JP-15520,Jeremy Pistek,Consumer,West,2,32,1549.97,185.46,2015-11-09,2017-08-16,12.0
JP-16135,Julie Prescott,Home Office,Central,1,12,19.67,2.05,2018-02-20,2018-02-20,10.4
JP-16135,Julie Prescott,Home Office,East,4,13,583.85,25.8,2015-09-23,2018-05-12,4.4
JP-16135,Julie Prescott,Home Office,South,2,7,593.64,57.9,2017-03-11,2018-09-19,9.8
JP-16135,Julie Prescott,Home Office,West,2,15,510.55,70.52,2016-07-04,2017-12-30,13.8
JR-15670,Jim Radford,Consumer,East,1,3,552.56,66.52,2017-05-16,2017-05-16,12.0
JR-15670,Jim Radford,Consumer,West,1,6,604.1,-58.81,2016-12-24,2016-12-24,-9.7
JR-15700,Jocasta Rupert,Consumer,South,1,5,863.88,106.45,2018-10-23,2018-10-23,12.3
JR-16210,Justin Ritter,Corporate,Central,1,8,656.22,67.98,2018-11-27,2018-11-27,10.4
JR-16210,Justin Ritter,Corporate,East,1,1,8.9,-0.56,2017-04-10,2017-04-10,-6.3
JR-16210,Justin Ritter,Corporate,South,1,3,717.12,96.11,2016-09-18,2016-09-18,13.4
JR-16210,Justin Ritter,Corporate,West,2,20,819.44,18.35,2017-02-09,2018-09-19,2.2
JS-15595,Jill Stevenson,Corporate,Central,1,15,257.51,35.53,2018-09-02,2018-09-02,13.8
JS-15595,Jill Stevenson,Corporate,East,1,20,362.24,-29.2,2015-03-03,2015-03-03,-8.1
JS-15595,Jill Stevenson,Corporate,South,1,7,783.96,93.21,2017-10-25,2017-10-25,11.9
JS-15595,Jill Stevenson,Corporate,West,1,1,13.94,7.47,2016-04-25,2016-04-25,53.6
JS-15685,Jim Sink,Corporate,East,1,7,337.18,-39.2,2017-06-14,2017-06-14,-11.6
JS-15685,Jim Sink,Corporate,South,1,15,552.86,64.02,2018-11-18,2018-11-18,11.6
JS-15685,Jim Sink,Corporate,West,1,11,100.16,25.67,2017-09-17,2017-09-17,25.6
JS-15880,John Stevenson,Consumer,Central,2,20,611.9,49.23,2017-03-14,2017-07-14,8.0
JS-15880,John Stevenson,Consumer,East,1,4,172.11,-24.73,2015-04-08,2015-04-08,-14.4
JS-15880,John Stevenson,Consumer,South,1,9,1366.04,174.85,2017-02-12,2017-02-12,12.8
JS-15880,John Stevenson,Consumer,West,1,7,1717.97,-183.24,2016-12-21,2016-12-21,-10.7
JS-15940,Joni Sundaresam,Home Office,Central,3,13,284.85,8.78,2015-05-03,2016-01-17,3.1
JS-15940,Joni Sundaresam,Home Office,East,2,16,184.32,13.92,2017-06-05,2017-09-23,7.6
JS-16030,Joy Smith,Consumer,Central,3,56,1346.91,102.86,2017-10-20,2018-12-02,7.6
JS-16030,Joy Smith,Consumer,East,1,2,19.46,6.48,2015-02-27,2015-02-27,33.3
JS-16030,Joy Smith,Consumer,South,1,23,1110.5,23.77,2017-07-19,2017-07-19,2.1
JS-16030,Joy Smith,Consumer,West,1,3,39.62,-1.09,2018-10-19,2018-10-19,-2.8
JW-15220,Jane Waco,Corporate,East,2,29,320.02,50.04,2016-04-30,2018-11-18,15.6
JW-15220,Jane Waco,Corporate,South,1,2,10.16,5.66,2018-10-02,2018-10-02,55.7
JW-15220,Jane Waco,Corporate,West,3,26,7391.53,681.11,2017-09-18,2018-10-30,9.2
JW-15955,Joni Wasserman,Consumer,East,2,15,462.64,11.76,2016-08-16,2018-08-07,2.5
JW-15955,Joni Wasserman,Consumer,South,2,13,403.0,30.54,2017-12-27,2018-12-25,7.6
JW-15955,Joni Wasserman,Consumer,West,2,12,183.6,5.98,2018-04-21,2018-10-14,3.3
JW-16075,Julia West,Consumer,Central,1,7,53.09,12.04,2016-12-10,2016-12-10,22.7
JW-16075,Julia West,Consumer,East,1,11,88.7,8.82,2017-05-09,2017-05-09,9.9
JW-16075,Julia West,Consumer,South,1,12,1270.38,193.3,2016-03-21,2016-03-21,15.2
JW-16075,Julia West,Consumer,West,1,3,16.56,6.93,2017-09-25,2017-09-25,41.8
KA-16525,Kelly Andreada,Consumer,Central,1,4,186.05,29.6,2017-12-29,2017-12-29,15.9
KA-16525,Kelly Andreada,Consumer,East,3,24,914.58,56.28,2015-03-11,2018-11-24,6.2
KA-16525,Kelly Andreada,Consumer,West,3,11,418.88,27.52,2016-10-12,2018-11-20,6.6
KB-16240,Karen Bern,Corporate,Central,2,27,1347.85,107.9,2018-09-24,2018-12-26,8.0
KB-16240,Karen Bern,Corporate,East,1,7,24.4,3.18,2016-11-07,2016-11-07,13.0
KB-16240,Karen Bern,Corporate,South,2,6,134.09,9.46,2015-03-31,2017-02-06,7.1
KB-16240,Karen Bern,Corporate,West,2,4,1646.27,198.2,2016-11-07,2018-07-11,12.0
KB-16315,Karl Braun,Consumer,Central,2,14,111.65,5.5,2016-01-31,2016-05-29,4.9
KB-16315,Karl Braun,Consumer,East,4,54,820.33,110.83,2015-08-26,2016-05-28,13.5
KB-16315,Karl Braun,Consumer,South,2,14,126.66,36.7,2016-07-02,2017-09-06,29.0
KB-16315,Karl Braun,Consumer,West,1,9,510.82,75.63,2018-03-09,2018-03-09,14.8
KB-16405,Katrina Bavinger,Home Office,East,1,15,697.52,81.29,2018-09-03,2018-09-03,11.7
KB-16405,Katrina Bavinger,Home Office,West,2,18,211.3,40.49,2016-11-20,2018-09-04,19.2
KB-16585,Ken Black,Corporate,Central,3,20,225.68,21.11,2015-08-17,2017-12-09,9.4
KB-16585,Ken Black,Corporate,East,2,9,159.75,23.61,2016-03-10,2018-03-12,14.8
KB-16585,Ken Black,Corporate,South,2,30,1380.75,47.24,2015-04-04,2015-12-16,3.4
KB-16585,Ken Black,Corporate,West,5,41,978.57,125.52,2016-04-30,2018-05-14,12.8
KB-16600,Ken Brennan,Corporate,Central,5,30,292.59,39.35,2015-12-30,2018-12-29,13.4
KB-16600,Ken Brennan,Corporate,East,1,7,629.95,96.24,2018-11-13,2018-11-13,15.3
KB-16600,Ken Brennan,Corporate,West,1,3,61.38,12.44,2017-06-05,2017-06-05,20.3
KC-16255,Karen Carlisle,Corporate,East,2,12,70.54,4.17,2016-07-18,2017-06-02,5.9
KC-16255,Karen Carlisle,Corporate,South,3,24,2033.29,284.7,2015-09-08,2017-11-18,14.0
KC-16255,Karen Carlisle,Corporate,West,1,3,17.12,5.74,2017-06-19,2017-06-19,33.5
KC-16540,Kelly Collister,Consumer,Central,1,5,2.3,0.47,2017-11-14,2017-11-14,20.4
KC-16540,Kelly Collister,Consumer,East,1,4,103.06,3.04,2018-09-24,2018-09-24,2.9
KC-16540,Kelly Collister,Consumer,West,2,13,3802.91,519.69,2016-11-02,2017-09-11,13.7
KC-16675,Kimberly Carter,Corporate,South,3,15,699.05,35.27,2015-12-13,2018-05-26,5.0
KC-16675,Kimberly Carter,Corporate,West,1,9,447.0,24.89,2018-11-03,2018-11-03,5.6
KD-16270,Karen Daniels,Consumer,Central,1,26,1639.5,217.76,2015-11-11,2015-11-11,13.3
KD-16270,Karen Daniels,Consumer,East,2,32,6241.28,481.42,2017-03-01,2017-09-02,7.7
KD-16270,Karen Daniels,Consumer,South,1,7,75.88,13.32,2017-06-04,2017-06-04,17.6
KD-16270,Karen Daniels,Consumer,West,1,4,325.7,42.7,2016-12-12,2016-12-12,13.1
KD-16345,Katherine Ducich,Consumer,Central,1,5,775.01,21.85,2016-12-20,2016-12-20,2.8
KD-16345,Katherine Ducich,Consumer,East,2,13,940.43,166.04,2015-09-02,2016-11-19,17.7
KD-16345,Katherine Ducich,Consumer,West,3,8,173.52,17.88,2015-12-13,2018-11-19,10.3
KD-16495,Keith Dawkins,Corporate,Central,2,21,1007.35,-103.4,2016-12-10,2017-12-30,-10.3
KD-16495,Keith Dawkins,Corporate,East,3,33,5871.74,502.77,2016-11-08,2018-08-13,8.6
KD-16495,Keith Dawkins,Corporate,South,3,22,295.04,63.56,2015-09-28,2016-12-14,21.5
KD-16495,Keith Dawkins,Corporate,West,4,37,1007.12,45.92,2017-09-16,2018-09-09,4.6
KD-16615,Ken Dana,Corporate,East,1,3,146.69,18.37,2017-08-26,2017-08-26,12.5
KD-16615,Ken Dana,Corporate,West,3,27,760.47,66.23,2017-04-30,2018-03-16,8.7
KE-16420,Katrina Edelman,Corporate,Central,2,23,315.76,14.47,2016-06-01,2018-11-13,4.6
KE-16420,Katrina Edelman,Corporate,East,2,13,692.13,94.02,2016-07-16,2018-12-04,13.6
KE-16420,Katrina Edelman,Corporate,South,1,1,170.35,1.81,2015-06-08,2015-06-08,1.1
KE-16420,Katrina Edelman,Corporate,West,2,18,275.04,40.98,2015-07-04,2017-09-25,14.9
KF-16285,Karen Ferguson,Home Office,Central,1,12,639.83,82.19,2018-07-01,2018-07-01,12.8
KF-16285,Karen Ferguson,Home Office,East,1,11,2633.51,311.35,2018-04-08,2018-04-08,11.8
KF-16285,Karen Ferguson,Home Office,South,1,12,148.16,17.8,2018-09-24,2018-09-24,12.0
KF-16285,Karen Ferguson,Home Office,West,4,31,7182.77,729.2,2015-09-26,2018-09-11,10.2
KH-16330,Katharine Harms,Corporate,Central,2,14,622.37,19.87,2015-05-05,2017-06-27,3.2
KH-16330,Katharine Harms,Corporate,East,4,50,2525.92,250.24,2015-04-01,2018-11-20,9.9
KH-16330,Katharine Harms,Corporate,South,1,3,140.81,-0.18,2017-07-18,2017-07-18,-0.1
KH-16330,Katharine Harms,Corporate,West,1,3,23.77,10.72,2018-11-17,2018-11-17,45.1
KH-16360,Katherine Hughes,Consumer,Central,2,22,1232.78,156.47,2015-05-21,2017-07-30,12.7
KH-16360,Katherine Hughes,Consumer,East,2,8,45.45,-15.39,2015-04-29,2018-04-03,-33.9
KH-16360,Katherine Hughes,Consumer,South,2,31,1822.38,6.36,2017-07-02,2018-12-29,0.3
KH-16510,Keith Herrera,Consumer,Central,2,16,96.69,5.55,2015-08-15,2018-10-28,5.7
KH-16510,Keith Herrera,Consumer,South,1,16,1046.47,118.33,2016-06-18,2016-06-18,11.3
KH-16510,Keith Herrera,Consumer,West,3,42,4086.54,41.07,2015-10-05,2018-12-08,1.0
KH-16630,Ken Heidel,Corporate,Central,3,14,86.26,15.58,2017-07-25,2018-10-01,18.1
KH-16630,Ken Heidel,Corporate,East,2,28,2588.88,410.12,2016-09-18,2018-09-10,15.8
KH-16630,Ken Heidel,Corporate,South,1,18,1044.44,122.68,2015-11-01,2015-11-01,11.7
KH-16630,Ken Heidel,Corporate,West,3,18,199.39,43.29,2016-02-03,2018-11-02,21.7
KH-16690,Kristen Hastings,Corporate,East,1,1,51.45,7.96,2016-05-23,2016-05-23,15.5
KH-16690,Kristen Hastings,Corporate,South,1,23,3769.56,578.44,2015-03-21,2015-03-21,15.3
KH-16690,Kristen Hastings,Corporate,West,5,34,2169.79,267.69,2016-10-26,2018-12-28,12.3
KL-16555,Kelly Lampkin,Corporate,Central,2,21,1003.49,5.98,2015-06-15,2018-07-21,0.6
KL-16555,Kelly Lampkin,Corporate,East,1,8,537.62,13.64,2017-09-23,2017-09-23,2.5
KL-16555,Kelly Lampkin,Corporate,South,3,33,2456.71,200.24,2017-11-06,2018-12-14,8.2
KL-16555,Kelly Lampkin,Corporate,West,2,27,1018.68,30.17,2015-12-26,2017-12-31,3.0
KL-16645,Ken Lonsdale,Consumer,Central,5,73,4517.3,507.24,2017-05-23,2018-05-23,11.2
KL-16645,Ken Lonsdale,Consumer,East,2,19,1185.54,96.75,2015-08-11,2016-11-13,8.2
KL-16645,Ken Lonsdale,Consumer,West,5,21,8472.39,1298.73,2015-07-25,2018-11-13,15.3
KM-16225,Kalyca Meade,Corporate,Central,2,18,165.28,17.84,2017-11-10,2018-11-02,10.8
KM-16225,Kalyca Meade,Corporate,East,3,55,1675.44,143.35,2016-07-06,2018-12-09,8.6
KM-16225,Kalyca Meade,Corporate,West,1,27,420.23,60.91,2018-12-16,2018-12-16,14.5
KM-16375,Katherine Murray,Home Office,Central,2,22,1569.9,60.32,2015-07-20,2016-06-19,3.8
KM-16375,Katherine Murray,Home Office,East,1,24,2846.22,285.71,2015-12-31,2015-12-31,10.0
KM-16375,Katherine Murray,Home Office,South,3,20,288.33,34.85,2017-07-25,2018-11-04,12.1
KM-16375,Katherine Murray,Home Office,West,2,32,915.74,18.64,2016-12-06,2018-02-20,2.0
KM-16660,Khloe Miller,Consumer,East,1,3,19.31,5.92,2017-08-01,2017-08-01,30.7
KM-16660,Khloe Miller,Consumer,South,1,9,129.64,16.8,2016-12-10,2016-12-10,13.0
KM-16660,Khloe Miller,Consumer,West,3,21,304.59,37.74,2015-12-22,2018-12-15,12.4
KM-16720,Kunst Miller,Consumer,Central,1,25,697.07,64.27,2015-04-18,2015-04-18,9.2
KM-16720,Kunst Miller,Consumer,East,3,38,1953.86,275.19,2015-03-30,2018-12-02,14.1
KM-16720,Kunst Miller,Consumer,West,4,46,2258.54,142.03,2015-04-01,2016-11-24,6.3
KN-16390,Katherine Nockton,Corporate,Central,1,9,68.71,1.68,2018-04-21,2018-04-21,2.4
KN-16390,Katherine Nockton,Corporate,East,6,43,2146.7,75.04,2015-12-02,2018-12-11,3.5
KN-16390,Katherine Nockton,Corporate,West,1,3,8.67,4.86,2018-07-11,2018-07-11,56.1
KN-16450,Kean Nguyen,Corporate,Central,1,2,48.63,9.71,2016-07-09,2016-07-09,20.0
KN-16450,Kean Nguyen,Corporate,East,1,5,274.2,5.6,2018-11-08,2018-11-08,2.0
KN-16450,Kean Nguyen,Corporate,South,1,1,1.17,-2.14,2015-12-16,2015-12-16,-182.9
KN-16450,Kean Nguyen,Corporate,West,2,24,1847.96,206.83,2015-04-12,2016-12-27,11.2
KN-16705,Kristina Nunn,Home Office,Central,1,11,100.86,8.17,2016-10-18,2016-10-18,8.1
KN-16705,Kristina Nunn,Home Office,East,1,10,47.76,-0.56,2015-03-02,2015-03-02,-1.2
KN-16705,Kristina Nunn,Home Office,South,2,13,475.68,79.51,2015-03-16,2018-06-11,16.7
KN-16705,Kristina Nunn,Home Office,West,3,18,1378.71,-115.47,2017-07-22,2018-09-23,-8.4
KS-16300,Karen Seio,Corporate,South,2,11,71.7,6.07,2016-01-13,2018-03-10,8.5
KS-16300,Karen Seio,Corporate,West,1,2,16.78,5.5,2016-03-15,2016-03-15,32.8
KT-16465,Kean Takahito,Consumer,Central,2,29,1711.71,42.69,2015-09-08,2017-03-21,2.5
KT-16465,Kean Takahito,Consumer,South,1,7,52.61,3.85,2015-09-17,2015-09-17,7.3
KT-16465,Kean Takahito,Consumer,West,4,20,1292.79,39.22,2015-09-26,2017-12-04,3.0
KT-16480,Kean Thornton,Consumer,Central,2,16,1225.56,58.97,2017-09-10,2018-05-30,4.8
KT-16480,Kean Thornton,Consumer,East,4,21,2587.68,204.46,2015-05-08,2018-04-29,7.9
KT-16480,Kean Thornton,Consumer,South,1,6,80.48,0.37,2018-09-21,2018-09-21,0.5
KT-16480,Kean Thornton,Consumer,West,3,19,748.38,79.03,2015-03-10,2018-08-20,10.6
KW-16435,Katrina Willman,Consumer,Central,3,9,106.56,-15.55,2016-12-06,2018-07-31,-14.6
KW-16435,Katrina Willman,Consumer,East,1,13,562.03,-11.81,2018-09-25,2018-09-25,-2.1
KW-16435,Katrina Willman,Consumer,South,1,15,3747.93,387.42,2016-08-24,2016-08-24,10.3
KW-16570,Kelly Williams,Consumer,Central,1,11,241.34,1.54,2016-08-07,2016-08-07,0.6
KW-16570,Kelly Williams,Consumer,South,2,6,175.72,10.52,2015-09-30,2016-04-18,6.0
KW-16570,Kelly Williams,Consumer,West,1,1,32.04,0.85,2016-11-20,2016-11-20,2.7
LA-16780,Laura Armstrong,Corporate,Central,5,41,5076.47,196.31,2016-05-04,2018-07-29,3.9
LA-16780,Laura Armstrong,Corporate,East,3,33,2123.71,166.63,2015-07-11,2017-11-24,7.8
LA-16780,Laura Armstrong,Corporate,South,1,5,661.5,1.34,2015-04-29,2015-04-29,0.2
LA-16780,Laura Armstrong,Corporate,West,2,19,811.54,118.26,2017-01-09,2017-09-24,14.6
LB-16735,Larry Blacks,Consumer,Central,1,5,1.99,-8.98,2018-04-26,2018-04-26,-451.3
LB-16735,Larry Blacks,Consumer,South,1,7,26.72,3.43,2018-11-12,2018-11-12,12.8
LB-16735,Larry Blacks,Consumer,West,1,3,21.48,8.14,2017-07-25,2017-07-25,37.9
LB-16795,Laurel Beltran,Home Office,Central,1,4,3.14,4.7,2017-11-13,2017-11-13,149.7
LB-16795,Laurel Beltran,Home Office,East,2,28,1465.07,105.72,2015-04-23,2018-07-31,7.2
LB-16795,Laurel Beltran,Home Office,South,1,10,681.43,90.44,2017-11-11,2017-11-11,13.3
LB-16795,Laurel Beltran,Home Office,West,4,45,2836.04,282.62,2017-09-01,2018-05-09,10.0
LC-16870,Lena Cacioppo,Consumer,Central,3,39,449.46,-7.0,2017-03-06,2018-09-23,-1.6
LC-16870,Lena Cacioppo,Consumer,East,1,1,111.1,16.32,2017-02-28,2017-02-28,14.7
LC-16870,Lena Cacioppo,Consumer,South,1,25,874.8,35.01,2018-03-27,2018-03-27,4.0
LC-16870,Lena Cacioppo,Consumer,West,3,63,1145.34,139.37,2016-05-03,2018-12-03,12.2
LC-16885,Lena Creighton,Consumer,Central,2,8,1126.95,-114.64,2016-11-28,2018-12-14,-10.2
LC-16885,Lena Creighton,Consumer,East,3,19,3220.27,317.62,2016-06-16,2017-12-22,9.9
LC-16885,Lena Creighton,Consumer,South,2,13,319.46,53.86,2015-04-25,2018-06-12,16.9
LC-16885,Lena Creighton,Consumer,West,5,74,2996.44,215.22,2015-05-27,2018-11-16,7.2
LC-16930,Linda Cazamias,Corporate,Central,4,27,1719.81,52.03,2015-02-20,2018-11-19,3.0
LC-16930,Linda Cazamias,Corporate,East,1,1,8.4,-8.57,2018-06-10,2018-06-10,-102.0
LC-16930,Linda Cazamias,Corporate,West,3,27,2764.74,278.49,2017-05-21,2017-09-11,10.1
LC-16960,Lindsay Castell,Home Office,East,1,10,37.78,10.89,2016-02-23,2016-02-23,28.8
LC-16960,Lindsay Castell,Home Office,South,2,14,532.18,30.53,2017-02-21,2017-10-20,5.7
LC-16960,Lindsay Castell,Home Office,West,1,2,2676.67,23.65,2016-12-01,2016-12-01,0.9
LC-17050,Liz Carlisle,Consumer,Central,1,1,30.56,-13.55,2018-11-06,2018-11-06,-44.3
LC-17050,Liz Carlisle,Consumer,East,1,11,609.44,85.47,2015-11-02,2015-11-02,14.0
LC-17050,Liz Carlisle,Consumer,South,1,5,866.4,-2.58,2017-02-03,2017-02-03,-0.3
LC-17050,Liz Carlisle,Consumer,West,2,12,588.67,-28.49,2015-01-31,2018-09-09,-4.8
LC-17140,Logan Currie,Consumer,Central,2,13,184.24,-6.98,2017-06-25,2018-12-17,-3.8
LC-17140,Logan Currie,Consumer,East,3,29,1408.35,191.26,2015-09-09,2018-09-22,13.6
LC-17140,Logan Currie,Consumer,South,1,8,859.14,16.41,2017-12-23,2017-12-23,1.9
LC-17140,Logan Currie,Consumer,West,3,24,181.85,17.21,2016-12-01,2018-12-17,9.5
LD-16855,Lela Donovan,Corporate,Central,1,1,5.3,4.07,2017-06-26,2017-06-26,76.8
LD-17005,Lisa DeCherney,Consumer,Central,1,3,257.98,32.66,2017-11-11,2017-11-11,12.7
LD-17005,Lisa DeCherney,Consumer,East,1,19,1609.32,166.66,2015-09-29,2015-09-29,10.4
LD-17005,Lisa DeCherney,Consumer,West,2,7,94.63,5.59,2017-05-23,2017-11-07,5.9
LE-16810,Laurel Elliston,Consumer,Central,2,18,223.38,17.39,2015-05-27,2018-05-22,7.8
LE-16810,Laurel Elliston,Consumer,East,1,3,29.9,5.96,2016-06-12,2016-06-12,19.9
LE-16810,Laurel Elliston,Consumer,South,2,12,771.4,14.84,2015-12-16,2017-05-19,1.9
LE-16810,Laurel Elliston,Consumer,West,1,4,444.77,64.14,2018-12-09,2018-12-09,14.4
LF-17185,Luke Foster,Consumer,Central,2,26,2680.69,289.96,2015-07-26,2015-12-06,10.8
LF-17185,Luke Foster,Consumer,East,3,14,1021.44,78.66,2016-03-05,2018-02-16,7.7
LF-17185,Luke Foster,Consumer,South,1,5,9.57,6.54,2015-12-24,2015-12-24,68.3
LF-17185,Luke Foster,Consumer,West,1,10,218.81,20.1,2018-12-08,2018-12-08,9.2
LH-16750,Larry Hughes,Consumer,East,1,7,6.57,-3.91,2015-09-21,2015-09-21,-59.5
LH-16750,Larry Hughes,Consumer,South,1,6,271.96,55.04,2018-08-01,2018-08-01,20.2
LH-16750,Larry Hughes,Consumer,West,1,7,8.9,3.34,2018-04-25,2018-04-25,37.5
LH-16900,Lena Hernandez,Consumer,Central,2,11,315.29,44.02,2018-07-23,2018-12-09,14.0
LH-16900,Lena Hernandez,Consumer,East,3,18,450.05,72.85,2015-09-01,2017-06-20,16.2
LH-16900,Lena Hernandez,Consumer,South,3,19,1406.86,10.18,2015-08-19,2017-12-08,0.7
LH-16900,Lena Hernandez,Consumer,West,1,1,123.14,20.89,2015-11-07,2015-11-07,17.0
LH-17020,Lisa Hazard,Consumer,Central,1,6,51.18,3.49,2015-09-08,2015-09-08,6.8
LH-17020,Lisa Hazard,Consumer,East,1,3,107.98,23.2,2016-02-08,2016-02-08,21.5
LH-17020,Lisa Hazard,Consumer,West,2,11,159.07,-9.58,2017-11-04,2018-05-05,-6.0
LH-17155,Logan Haushalter,Consumer,Central,2,18,625.09,94.48,2017-07-10,2017-12-09,15.1
LH-17155,Logan Haushalter,Consumer,East,1,1,79.38,4.27,2017-05-14,2017-05-14,5.4
LH-17155,Logan Haushalter,Consumer,West,6,38,1035.22,112.94,2015-12-12,2017-12-10,10.9
LL-16840,Lauren Leatherbury,Consumer,East,1,7,17.46,1.45,2015-04-29,2015-04-29,8.3
LL-16840,Lauren Leatherbury,Consumer,South,2,26,2328.06,43.04,2016-04-16,2018-02-17,1.8
LL-16840,Lauren Leatherbury,Consumer,West,2,22,109.03,10.22,2016-06-04,2018-04-25,9.4
LM-17065,Liz MacKendrick,Consumer,East,3,12,700.64,83.12,2016-12-18,2017-12-04,11.9
LM-17065,Liz MacKendrick,Consumer,South,2,15,646.13,74.05,2015-06-27,2016-02-20,11.5
LO-17170,Lori Olson,Corporate,Central,1,23,125.98,-0.13,2018-12-28,2018-12-28,-0.1
LO-17170,Lori Olson,Corporate,East,2,12,295.42,9.09,2018-05-28,2018-10-28,3.1
LO-17170,Lori Olson,Corporate,South,1,9,176.63,26.45,2016-02-06,2016-02-06,15.0
LO-17170,Lori Olson,Corporate,West,1,1,46.32,5.48,2016-09-06,2016-09-06,11.8
LP-17080,Liz Pelletier,Consumer,West,4,41,756.61,3.11,2015-06-24,2018-11-20,0.4
LP-17095,Liz Preis,Consumer,Central,2,15,2488.91,336.23,2018-01-30,2018-12-21,13.5
LP-17095,Liz Preis,Consumer,South,2,20,249.88,35.78,2018-03-03,2018-09-05,14.3
LP-17095,Liz Preis,Consumer,West,2,17,365.65,49.77,2017-09-08,2017-10-02,13.6
LR-16915,Lena Radford,Consumer,South,3,19,1174.37,102.52,2016-11-30,2018-12-04,8.7
LR-16915,Lena Radford,Consumer,West,3,50,3968.52,388.1,2015-08-08,2017-09-02,9.8
LR-17035,Lisa Ryan,Corporate,Central,1,8,548.0,8.52,2017-09-26,2017-09-26,1.6
LR-17035,Lisa Ryan,Corporate,East,2,21,847.81,138.63,2016-09-07,2018-07-23,16.4
LR-17035,Lisa Ryan,Corporate,West,2,31,483.5,58.48,2015-09-07,2018-08-20,12.1
LS-16945,Linda Southworth,Corporate,Central,1,21,396.39,7.17,2018-07-05,2018-07-05,1.8
LS-16945,Linda Southworth,Corporate,East,2,9,85.92,1.54,2017-09-29,2018-04-24,1.8
LS-16945,Linda Southworth,Corporate,West,3,27,2362.96,101.29,2016-04-25,2018-01-12,4.3
LS-16975,Lindsay Shagiari,Home Office,Central,5,44,1170.75,140.32,2015-10-20,2018-12-10,12.0
LS-16975,Lindsay Shagiari,Home Office,East,2,19,1415.96,-25.47,2016-09-17,2018-11-28,-1.8
LS-16975,Lindsay Shagiari,Home Office,West,2,8,401.96,11.19,2015-11-26,2017-11-06,2.8
LS-17200,Luke Schmidt,Corporate,Central,2,21,197.29,21.3,2018-06-17,2018-07-31,10.8
LS-17200,Luke Schmidt,Corporate,East,1,13,100.62,-15.24,2017-11-23,2017-11-23,-15.1
LS-17200,Luke Schmidt,Corporate,South,1,3,605.34,3.82,2015-10-18,2015-10-18,0.6
LS-17200,Luke Schmidt,Corporate,West,2,22,107.01,13.45,2015-11-26,2018-09-25,12.6
LS-17230,Lycoris Saunders,Consumer,Central,1,11,253.34,24.43,2016-06-16,2016-06-16,9.6
LS-17230,Lycoris Saunders,Consumer,East,1,8,96.1,-15.78,2016-11-14,2016-11-14,-16.4
LS-17230,Lycoris Saunders,Consumer,West,1,7,19.44,-0.05,2015-01-06,2015-01-06,-0.3
LS-17245,Lynn Smith,Consumer,Central,2,15,337.83,40.61,2017-06-15,2018-11-26,12.0
LS-17245,Lynn Smith,Consumer,East,1,25,414.63,70.52,2015-11-26,2015-11-26,17.0
LS-17245,Lynn Smith,Consumer,South,1,5,47.98,16.34,2016-12-21,2016-12-21,34.1
LS-17245,Lynn Smith,Consumer,West,2,11,207.7,41.32,2015-10-16,2017-05-27,19.9
